Hidden Dim,Learning Rate,Momentum,Minibatch Size,Epochs
160,0.01,0.9,16,50
Best Val Loss,0.848298367857933

Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy,Best
1,0.9982506680488586,0.527375,0.9200551229715347,0.555,
2,0.8825399650931358,0.584625,0.848298367857933,0.58375,*
3,0.8170975455641747,0.614625,0.9184430205821991,0.56,
4,0.7711184574961663,0.646375,0.964129441678524,0.545,
5,0.7383404149413109,0.6605,0.9110955011844635,0.58875,
